frame,fractal_us,upload_us,draw_readback_us
0,1,0,77205
1,0,0,22021
2,0,0,25641
3,0,0,20848
4,0,0,21052
5,0,0,22487
6,0,0,22007
7,0,0,22439
8,0,0,19795
9,0,0,22082
10,0,0,18977
11,0,0,19908
12,0,0,21993
13,0,0,24712
14,0,0,24191
15,0,0,21943
16,0,0,18147
17,0,0,20306
18,0,0,22418
19,0,0,21053
20,0,0,21198
21,0,0,18618
22,0,0,19418
23,0,0,20415
24,0,0,19624
25,0,0,26245
26,0,0,21518
27,0,0,19646
28,0,0,21785
29,0,0,18790
30,0,0,18092
31,0,0,24342
32,0,0,19856
33,0,0,20519
34,0,0,19859
35,0,0,20071
36,0,0,15906
37,0,0,20656
38,0,0,20357
39,0,0,20642
40,0,0,23625
41,0,0,28381
42,0,0,23210
43,0,0,22597
44,0,0,20265
45,0,0,18223
46,0,0,19448
47,0,0,18599
48,0,0,23985
49,0,0,22571
50,0,0,20869
51,0,0,18784
52,0,0,18888
53,0,0,28929
54,0,0,20564
55,0,0,23332
56,0,0,22508
57,0,0,24271
58,0,0,20949
59,0,0,20451
60,0,0,18021
61,0,0,20337
62,0,0,16690
63,0,0,16859
64,0,0,13231
65,0,0,18262
66,0,0,17619
67,0,0,18383
68,0,0,16993
69,0,0,21890
70,0,0,17915
71,0,0,18926
72,0,0,20204
73,0,0,17930
74,0,0,17847
75,0,0,22278
76,0,0,17482
77,0,0,17276
78,0,0,21791
79,0,0,21052
80,0,0,20109
81,0,0,18200
82,0,0,21836
83,0,0,17722
84,0,0,18112
85,0,0,17332
86,0,0,19389
87,0,0,24832
88,0,0,20884
89,0,0,22345
90,0,0,25716
91,0,0,22756
92,0,0,23041
93,0,0,19208
94,0,0,18753
95,0,0,18959
96,0,0,15948
97,0,0,16584
98,0,0,19302
99,0,0,18083
100,0,0,19087
101,0,0,17759
102,0,0,23477
103,0,0,20484
104,0,0,18723
105,0,0,18191
106,0,0,20086
107,0,0,21532
108,0,0,20317
109,0,0,21048
110,0,0,18715
111,0,0,22774
112,0,0,22163
113,0,0,19768
114,0,0,18479
115,0,0,20131
116,0,0,19024
117,0,0,21386
118,0,0,18260
119,0,0,21477
