frame,fractal_us,upload_us,draw_readback_us
0,0,0,89940
1,1,0,29279
2,0,0,30459
3,0,0,22254
4,0,0,26796
5,0,0,23793
6,1,0,25068
7,0,0,21921
8,0,0,21655
9,0,0,22519
10,0,0,18867
11,0,0,31716
12,0,0,22718
13,0,0,22587
14,0,0,22726
15,0,0,16534
16,1,0,20296
17,0,0,20595
18,0,0,19954
19,0,0,19275
20,0,0,26457
21,1,0,23684
22,0,0,22969
23,0,0,23797
24,0,0,25284
25,0,0,23170
26,0,0,22738
27,1,0,23608
28,0,0,21598
29,0,0,19971
30,0,0,25753
31,0,0,24229
32,0,0,23215
33,0,0,25355
34,0,0,26328
35,0,0,20811
36,0,0,18946
37,0,0,23316
38,0,0,24267
39,0,0,27470
40,0,0,22557
41,0,0,22970
42,0,0,19347
43,1,0,22124
44,0,0,26614
45,1,0,18696
46,0,0,19353
47,0,0,20600
48,0,0,22978
49,0,0,18465
50,0,0,20618
51,0,0,34216
52,0,0,32093
53,0,0,17826
54,0,0,18693
55,1,0,20618
56,0,0,16127
57,0,0,20633
58,1,0,18267
59,0,0,30049
60,0,0,23477
61,0,0,18739
62,0,0,18737
63,0,0,21553
64,0,0,23089
65,1,0,20580
66,1,0,20282
67,0,0,21008
68,0,0,17683
69,0,0,22524
70,0,0,28905
71,0,0,18691
72,0,0,24637
73,0,0,19774
74,0,0,19303
75,1,0,20786
76,0,0,21961
77,0,0,20229
78,0,0,22161
79,0,0,20447
80,0,0,23373
81,0,0,17039
82,0,0,18924
83,0,0,16855
84,0,0,21660
85,0,0,22047
86,0,0,19242
87,0,0,20530
88,0,0,19317
89,1,0,19614
90,0,0,27909
91,1,0,21395
92,0,0,23412
93,1,0,18811
94,0,0,22018
95,1,0,26255
96,0,0,18266
97,0,0,28901
98,0,0,18354
99,0,0,20941
100,0,0,20716
101,0,0,22678
102,0,0,22151
103,0,0,23255
104,0,0,24650
105,0,0,25389
106,0,0,22141
107,1,0,20308
108,0,0,19120
109,0,0,19563
110,0,0,19575
111,0,0,19326
112,0,0,18188
113,0,0,23203
114,0,0,23406
115,0,0,21326
116,0,0,19379
117,0,0,20134
118,0,0,21369
119,0,0,18024
