frame,fractal_us,upload_us,draw_readback_us
0,0,0,65955
1,1,0,18742
2,0,0,18387
3,0,0,19152
4,0,0,19162
5,0,0,19289
6,0,0,19140
7,0,0,20125
8,0,0,17687
9,0,0,20417
10,0,0,18734
11,0,0,18263
12,0,0,20043
13,0,0,21754
14,1,0,22715
15,1,0,21147
16,0,0,20066
17,0,0,21529
18,1,0,22400
19,0,0,19180
20,0,0,20305
21,0,0,27459
22,1,0,21185
23,1,0,20167
24,0,0,19872
25,0,0,38197
26,0,0,20960
27,0,0,20809
28,0,0,20138
29,0,0,19037
30,0,0,20633
31,0,0,19774
32,0,0,16978
33,0,0,19153
34,0,0,16982
35,0,0,16992
36,0,0,19575
37,0,0,19273
38,0,0,18791
39,0,0,17752
40,0,0,17075
41,0,0,17161
42,0,0,16655
43,0,0,18787
44,0,0,18647
45,0,0,18718
46,0,0,18863
47,1,0,18135
48,0,0,17583
49,0,0,21059
50,0,0,18648
51,0,0,18863
52,0,0,17413
53,0,0,18873
54,0,0,17601
55,0,0,19781
56,0,0,20826
57,0,0,18700
58,0,0,21491
59,0,0,16708
60,0,0,17024
61,0,0,16104
62,1,0,18126
63,1,0,19314
64,1,0,15480
65,1,0,19922
66,0,0,15452
67,0,0,16934
68,0,0,16533
69,0,0,16020
70,1,0,16985
71,0,0,16541
72,0,0,17197
73,1,0,15919
74,0,0,15736
75,1,0,19504
76,1,0,19749
77,0,0,17610
78,0,0,16390
79,0,0,19837
80,0,0,18639
81,0,0,18699
82,0,0,18665
83,0,0,17586
84,0,0,19003
85,1,0,19206
86,0,0,19971
87,0,0,18884
88,0,0,18260
89,1,0,20775
90,0,0,18587
91,1,0,18228
92,0,0,19092
93,0,0,18727
94,0,0,17581
95,0,0,19195
96,0,0,19095
97,1,0,17605
98,0,0,17418
99,0,0,17602
100,0,0,17592
101,0,0,19745
102,0,0,17586
103,0,0,23191
104,1,0,17573
105,0,0,20630
106,0,0,17158
107,0,0,19321
108,0,0,18194
109,0,0,17586
110,0,0,19613
111,0,0,19702
112,0,0,20620
113,0,0,17774
114,0,0,19736
115,0,0,20652
116,0,0,19495
117,0,0,17650
118,1,0,20027
119,0,0,21912
