frame,fractal_us,upload_us,draw_readback_us
0,0,0,58931
1,0,0,19726
2,0,0,16147
3,0,0,18307
4,0,0,17478
5,0,0,14194
6,0,0,17108
7,0,0,17549
8,0,0,15930
9,0,0,16899
10,0,0,16407
11,0,0,16022
12,0,0,16416
13,0,0,15985
14,0,0,16360
15,0,0,17181
16,0,0,16078
17,0,0,15796
18,0,0,14789
19,0,0,16918
20,0,0,16491
21,0,0,18307
22,0,0,17444
23,0,0,16968
24,0,0,17057
25,0,0,17489
26,0,0,15470
27,0,0,15928
28,0,0,16332
29,0,0,14203
30,0,0,14991
31,0,0,15276
32,0,0,15502
33,0,0,17437
34,0,0,15299
35,0,0,16833
36,0,0,15900
37,0,0,15279
38,0,0,16080
39,0,0,14814
40,0,0,13133
41,0,0,14075
42,0,0,15279
43,0,0,13935
44,0,0,13638
45,0,0,17021
46,0,0,17399
47,0,0,13981
48,0,0,14204
49,0,0,13106
50,0,0,13023
51,0,0,16286
52,0,0,15425
53,0,0,14839
54,0,0,14637
55,0,0,14623
56,0,0,14827
57,0,0,13504
58,1,0,13216
59,0,0,13762
60,0,0,13909
61,0,0,35614
62,0,0,13755
63,0,0,13908
64,0,0,15712
65,0,0,14890
66,1,0,14397
67,0,0,13826
68,0,0,15535
69,0,0,12667
70,0,0,13770
71,0,0,13767
72,0,0,15470
73,0,0,14612
74,0,0,13131
75,0,0,13241
76,0,0,12020
77,0,0,13546
78,0,0,20672
79,0,0,15468
80,0,0,13110
81,1,0,14294
82,0,0,15344
83,1,0,13767
84,0,0,15452
85,1,0,16848
86,0,0,15895
87,1,0,15455
88,0,0,17613
89,0,0,16745
90,0,0,15881
91,0,0,15448
92,0,0,14599
93,0,0,16509
94,0,0,18177
95,0,0,15071
96,0,0,15174
97,0,0,14204
98,0,0,13719
99,0,0,14826
100,0,0,15451
101,0,0,14230
102,0,0,15268
103,1,0,16529
104,1,0,20839
105,0,0,15290
106,0,0,15895
107,0,0,14830
108,0,0,15259
109,0,0,18270
110,0,0,15882
111,0,0,15473
112,0,0,14723
113,0,0,16400
114,0,0,15668
115,0,0,15995
116,0,0,15900
117,0,0,17398
118,0,0,16527
119,0,0,16559
