frame,fractal_us,upload_us,draw_readback_us
0,0,0,77512
1,0,0,21905
2,0,0,19988
3,0,0,20572
4,0,0,18671
5,0,0,21054
6,0,0,20734
7,0,0,19079
8,0,0,22604
9,0,0,18671
10,0,0,20941
11,0,0,20124
12,0,0,19625
13,0,0,20528
14,0,0,24833
15,0,0,21940
16,0,0,23296
17,1,0,19464
18,0,0,20964
19,1,0,23315
20,0,0,18329
21,0,0,23646
22,0,0,16884
23,0,0,17052
24,0,0,19503
25,1,0,21637
26,0,0,20214
27,0,0,21437
28,1,0,20904
29,0,0,19987
30,0,0,19332
31,0,0,24368
32,0,0,22314
33,0,0,28968
34,0,0,22521
35,1,0,21535
36,1,0,21287
37,0,0,21474
38,1,0,20145
39,0,0,18273
40,0,0,18477
41,1,0,19607
42,0,0,24300
43,0,0,24290
44,1,0,15103
45,0,0,15352
46,0,0,18364
47,0,0,23007
48,0,0,18168
49,0,0,16664
50,0,0,20481
51,1,0,17809
52,1,0,17857
53,1,0,23579
54,0,0,16726
55,0,0,16577
56,0,0,17129
57,0,0,23169
58,0,0,17612
59,0,0,19409
60,0,0,20661
61,0,0,19561
62,0,0,20416
63,0,0,19338
64,0,0,21837
65,0,0,20558
66,0,0,22131
67,0,0,25739
68,0,0,23219
69,0,0,27104
70,0,0,17622
71,0,0,18685
72,0,0,18131
73,0,0,21026
74,0,0,24271
75,0,0,18243
76,0,0,24022
77,0,0,19402
78,0,0,17619
79,0,0,19049
80,0,0,19458
81,1,0,25269
82,1,0,21630
83,0,0,24847
84,0,0,23072
85,0,0,21088
86,0,0,20745
87,0,0,19318
88,0,0,20816
89,0,0,23243
90,0,0,21041
91,0,0,22023
92,0,0,18853
93,0,0,21382
94,0,0,18151
95,0,0,20386
96,0,0,21902
97,0,0,22996
98,1,0,23727
99,0,0,23980
100,0,0,23637
101,0,0,22229
102,0,0,23706
103,0,0,19382
104,0,0,19822
105,0,0,20870
106,1,0,20091
107,1,0,20332
108,0,0,18610
109,0,0,20847
110,0,0,21457
111,0,0,23406
112,0,0,21592
113,0,0,20799
114,0,0,22079
115,0,0,20821
116,0,0,21015
117,0,0,21811
118,0,0,21602
119,0,0,23784
