frame,fractal_us,upload_us,draw_readback_us
0,1,0,59205
1,0,0,22798
2,0,0,17617
3,0,0,18661
4,0,0,20955
5,0,0,20218
6,0,0,16497
7,0,0,15885
8,0,0,17602
9,0,0,18674
10,0,0,16535
11,0,0,15870
12,0,0,16378
13,0,0,15457
14,0,0,17110
15,0,0,18605
16,0,0,17804
17,0,0,17448
18,0,0,17602
19,0,0,19956
20,0,0,17613
21,0,0,18272
22,0,0,17597
23,0,0,18243
24,0,0,19794
25,0,0,18241
26,0,0,18649
27,0,0,16461
28,0,0,16088
29,0,0,16491
30,0,0,15543
31,0,0,15951
32,0,0,14898
33,0,0,15981
34,0,0,17074
35,0,0,17693
36,0,0,16310
37,0,0,16125
38,0,0,14780
39,0,0,14958
40,0,0,16025
41,1,0,14208
42,0,0,15948
43,7,0,13620
44,0,0,14832
45,0,0,14952
46,6,0,16364
47,1,0,17041
48,0,0,16454
49,1,0,26680
50,1,0,14596
51,1,0,14850
52,0,0,15458
53,0,0,15898
54,0,0,16541
55,0,0,14624
56,0,0,14823
57,0,0,14831
58,0,0,14400
59,0,0,14833
60,0,0,13705
61,0,0,14788
62,0,0,15461
63,0,0,13559
64,0,0,13768
65,0,0,15060
66,0,0,14176
67,0,0,12702
68,0,0,13622
69,0,0,12025
70,0,0,13843
71,0,0,14212
72,0,0,14812
73,0,0,13757
74,0,0,14808
75,0,0,17699
76,0,0,26818
77,0,0,14184
78,0,0,13754
79,0,0,14844
80,0,0,14826
81,0,0,14179
82,0,0,14830
83,0,0,14182
84,0,0,14862
85,0,0,16362
86,1,0,17655
87,0,0,17647
88,0,0,16368
89,0,0,15948
90,0,0,16044
91,1,0,15920
92,0,0,16574
93,1,0,15478
94,0,0,15240
95,0,0,15341
96,0,0,15560
97,0,0,16562
98,1,0,16979
99,1,0,16361
100,0,0,14848
101,0,0,21271
102,1,0,15653
103,1,0,16951
104,1,0,17635
105,0,0,16504
106,0,0,13802
107,1,0,15282
108,0,0,16965
109,0,0,18667
110,0,0,16581
111,0,0,16785
112,0,0,15516
113,0,0,15506
114,0,0,15888
115,0,0,17491
116,0,0,17001
117,0,0,16395
118,0,0,16427
119,0,0,16006
