frame,fractal_us,upload_us,draw_readback_us
0,0,0,65724
1,0,0,20977
2,0,0,19328
3,0,0,19465
4,1,0,18929
5,1,0,20435
6,0,0,20279
7,0,0,18259
8,1,0,17907
9,0,0,15898
10,0,0,18516
11,0,0,19087
12,0,0,18398
13,0,0,18694
14,0,0,18021
15,0,0,17622
16,0,0,19759
17,0,0,18404
18,1,0,18205
19,0,0,17441
20,1,0,20526
21,0,0,20353
22,0,0,19931
23,0,0,18187
24,0,0,22990
25,0,0,19858
26,3,0,19038
27,0,0,19433
28,1,0,20667
29,0,0,18603
30,0,0,18922
31,1,0,18058
32,1,0,16238
33,1,0,18698
34,0,0,18573
35,0,0,17571
36,0,0,18347
37,1,0,17667
38,0,0,19903
39,0,0,18211
40,1,0,17547
41,0,0,17143
42,0,0,18023
43,1,0,18283
44,0,0,18703
45,0,0,15213
46,1,0,16231
47,1,0,16081
48,0,0,15931
49,0,0,17736
50,0,0,18040
51,0,0,17610
52,0,0,16472
53,1,0,16358
54,0,0,16654
55,0,0,17597
56,0,0,16702
57,1,0,16478
58,0,0,14823
59,0,0,26630
60,1,0,18283
61,0,0,16965
62,0,0,16560
63,0,0,17581
64,0,0,16344
65,0,0,18252
66,0,0,18077
67,0,0,18269
68,0,0,15923
69,0,0,17197
70,0,0,15278
71,0,0,22062
72,1,0,18160
73,1,0,17517
74,0,0,16419
75,0,0,16770
76,0,0,19252
77,0,0,17690
78,0,0,16530
79,0,0,15906
80,0,0,15900
81,1,0,16531
82,1,0,16082
83,1,0,15369
84,0,0,18267
85,0,0,17303
86,0,0,19248
87,0,0,18026
88,0,0,18061
89,0,0,21352
90,0,0,15864
91,0,0,17306
92,1,0,20094
93,0,0,16435
94,0,0,18101
95,0,0,17615
96,0,0,19037
97,1,0,18511
98,0,0,19584
99,0,0,19305
100,0,0,18693
101,0,0,18690
102,1,0,18403
103,0,0,21419
104,1,0,18721
105,0,0,17060
106,1,0,19594
107,1,0,19075
108,0,0,17566
109,1,0,18226
110,0,0,19316
111,0,0,21535
112,0,0,18250
113,1,0,17463
114,0,0,20818
115,1,0,17944
116,0,0,19975
117,0,0,19692
118,0,0,18266
119,1,0,18708
