frame,fractal_us,upload_us,draw_readback_us
0,0,0,63852
1,0,0,20979
2,0,0,21234
3,0,0,18671
4,0,0,18715
5,0,0,20379
6,1,0,19671
7,0,0,19129
8,0,0,22518
9,1,0,18095
10,0,0,20387
11,1,0,17597
12,0,0,19740
13,0,0,19746
14,0,0,22557
15,0,0,23657
16,0,0,21583
17,0,0,19359
18,0,0,19334
19,0,0,25300
20,0,0,22585
21,0,0,20384
22,0,0,22058
23,0,0,19579
24,1,0,21107
25,0,0,18879
26,0,0,19960
27,1,0,19298
28,1,0,18673
29,0,0,21116
30,0,0,17984
31,0,0,17670
32,0,0,18020
33,0,0,15906
34,0,0,18796
35,0,0,21048
36,0,0,19353
37,0,0,16857
38,1,0,18193
39,1,0,17591
40,0,0,16569
41,0,0,16492
42,0,0,18055
43,0,0,17169
44,0,0,17433
45,1,0,18113
46,0,0,17074
47,1,0,18762
48,1,0,16342
49,0,0,17220
50,1,0,16393
51,0,0,15925
52,0,0,16572
53,0,0,14861
54,0,0,15706
55,0,0,16477
56,1,0,15468
57,0,0,15274
58,0,0,16403
59,0,0,18693
60,0,0,17612
61,0,0,15441
62,0,0,16265
63,0,0,17756
64,0,0,18183
65,0,0,18698
66,0,0,18834
67,0,0,16550
68,0,0,16542
69,0,0,15897
70,0,0,18671
71,0,0,17809
72,0,0,16984
73,1,0,18069
74,0,0,16543
75,0,0,15917
76,1,0,16142
77,0,0,16012
78,0,0,16552
79,1,0,16957
80,1,0,17795
81,0,0,19751
82,0,0,17649
83,0,0,21011
84,1,0,19767
85,0,0,21885
86,0,0,19303
87,0,0,20801
88,0,0,18673
89,0,0,19587
90,1,0,21261
91,1,0,20221
92,1,0,22627
93,1,0,20419
94,1,0,20858
95,0,0,17645
96,0,0,17563
97,1,0,18519
98,1,0,17778
99,0,0,18734
100,0,0,19545
101,1,0,19215
102,0,0,18667
103,0,0,20634
104,0,0,21601
105,1,0,21375
106,0,0,17808
107,1,0,18031
108,0,0,17532
109,0,0,15908
110,1,0,18641
111,0,0,17562
112,0,0,19115
113,0,0,18893
114,1,0,18657
115,0,0,19092
116,0,0,17364
117,0,0,19752
118,0,0,19148
119,1,0,18242
