frame,fractal_us,upload_us,draw_readback_us
0,0,0,62414
1,0,0,19906
2,0,0,20822
3,0,0,18703
4,0,0,18875
5,0,0,19111
6,0,0,21030
7,0,0,18275
8,0,0,18061
9,1,0,18478
10,0,0,20341
11,0,0,19327
12,0,0,18572
13,0,0,18701
14,0,0,20383
15,1,0,19249
16,1,0,20020
17,0,0,19781
18,1,0,21336
19,0,0,18891
20,0,0,17719
21,0,0,20673
22,0,0,21006
23,1,0,19441
24,0,0,20966
25,1,0,18201
26,0,0,19151
27,0,0,18074
28,0,0,21365
29,0,0,21479
30,0,0,21504
31,1,0,22695
32,0,0,19665
33,0,0,20921
34,0,0,19356
35,1,0,21358
36,0,0,19191
37,0,0,19558
38,0,0,20181
39,0,0,19002
40,1,0,18709
41,0,0,17657
42,1,0,19921
43,0,0,17664
44,1,0,19363
45,1,0,17697
46,1,0,17682
47,0,0,19076
48,1,0,19109
49,0,0,17180
50,0,0,19112
51,0,0,18673
52,0,0,18078
53,0,0,17630
54,0,0,15114
55,0,0,19143
56,0,0,17125
57,0,0,16512
58,0,0,15457
59,0,0,15918
60,0,0,16557
61,0,0,14784
62,0,0,15448
63,0,0,18154
64,0,0,16718
65,0,0,15819
66,0,0,17563
67,0,0,16845
68,0,0,16037
69,0,0,15920
70,0,0,14819
71,1,0,14519
72,0,0,17623
73,0,0,16415
74,0,0,15906
75,0,0,14889
76,0,0,14750
77,1,0,17073
78,1,0,16631
79,0,0,18062
80,1,0,16856
81,0,0,14904
82,0,0,18064
83,0,0,17009
84,0,0,20687
85,1,0,17818
86,0,0,18606
87,0,0,17734
88,1,0,18661
89,0,0,18544
90,0,0,18009
91,0,0,18156
92,0,0,27936
93,1,0,17076
94,1,0,19121
95,0,0,18806
96,1,0,17312
97,0,0,17584
98,0,0,18173
99,1,0,16645
100,0,0,20445
101,0,0,23103
102,1,0,20447
103,1,0,18794
104,1,0,19006
105,1,0,19712
106,1,0,17691
107,0,0,18936
108,0,0,16535
109,0,0,21485
110,1,0,21983
111,0,0,18678
112,0,0,20221
113,1,0,19001
114,0,0,18325
115,1,0,18568
116,0,0,18770
117,1,0,18421
118,0,0,18800
119,0,0,19816
