frame,fractal_us,upload_us,draw_readback_us
0,1,0,56410
1,0,0,22158
2,0,0,17129
3,1,0,15689
4,0,0,15438
5,0,0,16290
6,0,0,15384
7,0,0,15678
8,0,0,15765
9,0,0,14240
10,0,0,15700
11,0,0,16338
12,0,0,15920
13,0,0,16294
14,0,0,14796
15,1,0,16735
16,0,0,15247
17,1,0,16234
18,1,0,16781
19,2,0,15954
20,0,0,15043
21,0,0,15876
22,0,0,17368
23,0,0,16611
24,0,0,16466
25,0,0,14813
26,0,0,19552
27,0,0,14831
28,0,0,14196
29,0,0,14834
30,0,0,15919
31,0,0,14708
32,0,0,14697
33,0,0,15274
34,0,0,14359
35,0,0,15268
36,0,0,13742
37,0,0,13715
38,0,0,13781
39,0,0,14692
40,0,0,13769
41,0,0,14203
42,0,0,13083
43,0,0,14192
44,0,0,14149
45,0,0,12693
46,0,0,14203
47,0,0,13422
48,0,0,12490
49,0,0,13738
50,0,0,14309
51,1,0,13471
52,1,0,15906
53,1,0,16541
54,1,0,29051
55,0,0,14828
56,1,0,13551
57,0,0,14401
58,0,0,13848
59,0,0,12493
60,0,0,16105
61,1,0,17384
62,0,0,16134
63,0,0,17231
64,1,0,15293
65,0,0,17206
66,0,0,16968
67,0,0,16962
68,0,0,16343
69,0,0,16537
70,0,0,16995
71,0,0,16358
72,0,0,17160
73,0,0,18132
74,0,0,19144
75,0,0,16453
76,1,0,19240
77,0,0,17422
78,0,0,22109
79,1,0,17741
80,0,0,17522
81,0,0,17822
82,0,0,16501
83,0,0,17628
84,1,0,17986
85,0,0,19284
86,0,0,18025
87,0,0,18665
88,0,0,15888
89,0,0,18686
90,0,0,15890
91,0,0,17396
92,1,0,20209
93,0,0,19713
94,0,0,18677
95,0,0,17994
96,1,0,20089
97,0,0,17668
98,1,0,19026
99,1,0,18025
100,0,0,21494
101,0,0,19882
102,0,0,19664
103,0,0,22528
104,0,0,18232
105,0,0,19094
106,1,0,22228
107,1,0,18031
108,0,0,20527
109,1,0,18963
110,0,0,18087
111,0,0,19653
112,0,0,17583
113,0,0,19013
114,0,0,19438
115,0,0,19717
116,1,0,18842
117,0,0,19266
118,1,0,18155
119,0,0,19725
