frame,fractal_us,upload_us,draw_readback_us
0,0,0,312067
1,1,0,134036
2,0,0,23593
3,0,0,133945
4,0,0,29410
5,0,0,134434
6,0,0,45594
7,0,0,19552
8,0,0,19356
9,0,0,19105
10,0,0,18524
11,0,0,18889
12,0,0,19973
13,0,0,37079
14,1,0,20592
15,1,0,47561
16,0,0,39690
17,1,0,18872
18,1,0,47612
19,0,0,18614
20,0,0,18617
21,0,0,18673
22,0,0,21269
23,0,0,19531
24,0,0,49966
25,1,0,36451
26,0,0,19977
27,1,0,19560
28,0,0,15489
29,0,0,18762
30,0,0,16344
31,0,0,15605
32,0,0,15855
33,1,0,15889
34,0,0,16648
35,0,0,16304
36,1,0,17169
37,1,0,16281
38,1,0,18123
39,0,0,19297
40,1,0,18146
41,0,0,17560
42,0,0,16434
43,0,0,16037
44,1,0,18695
45,0,0,17803
46,0,0,18797
47,0,0,18662
48,0,0,18216
49,0,0,18593
50,0,0,18226
51,0,0,19524
52,0,0,17161
53,0,0,19091
54,0,0,19280
55,0,0,17755
56,0,0,17580
57,0,0,18658
58,0,0,16672
59,0,0,17105
60,1,0,18663
61,0,0,18803
62,0,0,17582
63,0,0,20976
64,0,0,16509
65,0,0,15906
66,0,0,17186
67,0,0,16486
68,1,0,16951
69,0,0,19764
70,1,0,19837
71,1,0,17763
72,1,0,17986
73,0,0,20525
74,0,0,18035
75,0,0,18910
76,0,0,18845
77,0,0,19249
78,0,0,17578
79,0,0,18515
80,0,0,18674
81,0,0,17582
82,0,0,17789
83,0,0,18688
84,0,0,20390
85,0,0,22112
86,0,0,21505
87,0,0,20884
88,0,0,18509
89,0,0,19727
90,0,0,20373
91,0,0,22095
92,0,0,22521
93,0,0,21877
94,1,0,19097
95,1,0,19972
96,0,0,20429
97,1,0,22135
98,0,0,19325
99,0,0,19680
100,0,0,19642
101,0,0,19026
102,0,0,19819
103,1,0,18225
104,0,0,18391
105,0,0,16608
106,0,0,16482
107,0,0,16969
108,0,0,14952
109,0,0,15779
110,0,0,15883
111,0,0,15471
112,0,0,15462
113,0,0,22681
114,0,0,23795
115,0,0,16084
116,1,0,15867
117,0,0,16100
118,0,0,15401
119,0,0,15863
