frame,fractal_us,upload_us,draw_readback_us
0,0,0,79070
1,0,0,27097
2,1,0,24617
3,0,0,23223
4,0,0,19819
5,0,0,20609
6,0,0,20806
7,0,0,20812
8,0,0,19936
9,0,0,20381
10,0,0,24671
11,0,0,21454
12,0,0,21679
13,0,0,21024
14,1,0,21880
15,0,0,32159
16,0,0,24457
17,1,0,22099
18,0,0,22112
19,0,0,24240
20,0,0,26167
21,0,0,22115
22,0,0,27267
23,0,0,22721
24,0,0,34105
25,0,0,30663
26,1,0,30678
27,1,0,22534
28,0,0,21480
29,0,0,22128
30,0,0,27254
31,0,0,22776
32,0,0,21055
33,0,0,20161
34,0,0,21644
35,1,0,19958
36,0,0,22571
37,0,0,21683
38,0,0,24914
39,1,0,21689
40,0,0,24471
41,0,0,23193
42,0,0,26200
43,0,0,22924
44,0,0,24492
45,0,0,22724
46,0,0,25550
47,0,0,19998
48,0,0,22746
49,0,0,21483
50,0,0,21484
51,0,0,24063
52,1,0,24901
53,0,0,26357
54,1,0,22559
55,1,0,25285
56,0,0,20484
57,0,0,23628
58,0,0,34986
59,0,0,24253
60,1,0,22564
61,0,0,22291
62,0,0,22494
63,0,0,22714
64,0,0,26431
65,0,0,21028
66,0,0,21045
67,0,0,25348
68,0,0,23406
69,0,0,23752
70,1,0,22551
71,0,0,19981
72,0,0,22524
73,0,0,23208
74,0,0,21952
75,0,0,21040
76,0,0,21371
77,0,0,20553
78,0,0,17609
79,0,0,19771
80,0,0,18810
81,0,0,18185
82,1,0,24040
83,0,0,23869
84,11,0,24239
85,0,0,21048
86,0,0,20388
87,0,0,22079
88,0,0,21300
89,0,0,21854
90,0,0,22737
91,0,0,24362
92,0,0,23371
93,0,0,19630
94,0,0,22071
95,1,0,21384
96,0,0,23642
97,0,0,21439
98,0,0,19954
99,1,0,17652
100,0,0,19351
101,0,0,20935
102,0,0,18300
103,1,0,21019
104,0,0,17608
105,0,0,16517
106,0,0,18658
107,0,0,21819
108,0,0,19927
109,0,0,24471
110,0,0,22594
111,1,0,23833
112,0,0,33305
113,0,0,21013
114,0,0,19300
115,1,0,21034
116,0,0,20385
117,0,0,18877
118,0,0,24524
119,0,0,20580
