frame,fractal_us,upload_us,draw_readback_us
0,1,0,77656
1,0,0,37488
2,0,0,19344
3,0,0,18503
4,0,0,17542
5,0,0,28403
6,0,0,19407
7,0,0,22087
8,0,0,17757
9,0,0,22923
10,0,0,17507
11,0,0,21287
12,0,0,21281
13,0,0,30490
14,0,0,20600
15,0,0,20845
16,0,0,19202
17,0,0,21978
18,0,0,22537
19,0,0,21945
20,0,0,20987
21,0,0,32471
22,0,0,29834
23,0,0,40932
24,0,0,20078
25,0,0,18906
26,0,0,35202
27,0,0,33784
28,0,0,32080
29,1,0,27012
30,0,0,19794
31,0,0,34182
32,0,0,24260
33,0,0,24437
34,0,0,32443
35,0,0,33891
36,1,0,29789
37,0,0,24348
38,0,0,20461
39,0,0,26418
40,0,0,21634
41,0,0,21728
42,0,0,24957
43,0,0,22378
44,0,0,29385
45,0,0,42235
46,0,0,40480
47,0,0,22765
48,0,0,21943
49,0,0,21488
50,0,0,21593
51,0,0,22996
52,0,0,25392
53,0,0,33186
54,0,0,31199
55,0,0,20564
56,0,0,21879
57,0,0,33464
58,0,0,37944
59,1,0,47716
60,0,0,40205
61,1,0,32528
62,1,0,32318
63,1,0,37289
64,0,0,24159
65,1,0,25579
66,0,0,34779
67,0,0,28105
68,0,0,20932
69,0,0,29246
70,0,0,20413
71,0,0,25578
72,0,0,24499
73,0,0,22277
74,0,0,26519
75,0,0,34513
76,0,0,41071
77,1,0,31550
78,0,0,21984
79,0,0,22466
80,0,0,21949
81,0,0,21726
82,0,0,32262
83,0,0,38523
84,1,0,48445
85,1,0,42114
86,0,0,47291
87,1,0,41194
88,0,0,33754
89,0,0,39425
90,1,0,42469
91,1,0,28659
92,0,0,31897
93,0,0,29572
94,0,0,41029
95,0,0,21479
96,0,0,22994
97,0,0,23485
98,0,0,29179
99,0,0,33032
100,0,0,27549
101,0,0,22846
102,0,0,22061
103,0,0,23197
104,0,0,22623
105,0,0,22205
106,0,0,28697
107,0,0,28812
108,0,0,21684
109,0,0,21771
110,0,0,25897
111,0,0,24591
112,0,0,22540
113,0,0,22424
114,0,0,21510
115,0,0,24370
116,0,0,35445
117,1,0,29062
118,0,0,26123
119,0,0,38081
