frame,fractal_us,upload_us,draw_readback_us
0,0,0,67121
1,1,0,26104
2,0,0,28647
3,0,0,21717
4,0,0,23189
5,0,0,19808
6,0,0,19661
7,1,0,17919
8,0,0,19835
9,0,0,18654
10,1,0,20495
11,0,0,21093
12,0,0,22507
13,0,0,18269
14,0,0,19515
15,0,0,23384
16,0,0,23616
17,0,0,28142
18,0,0,22535
19,1,0,21550
20,0,0,21442
21,0,0,26101
22,0,0,23412
23,0,0,20529
24,0,0,24669
25,1,0,22170
26,0,0,25194
27,0,0,23680
28,0,0,22754
29,0,0,20703
30,0,0,21387
31,0,0,19851
32,0,0,24434
33,0,0,21050
34,0,0,22540
35,0,0,21498
36,0,0,17770
37,0,0,21859
38,0,0,18278
39,0,0,20993
40,1,0,20787
41,0,0,21638
42,0,0,20796
43,0,0,19940
44,0,0,20361
45,0,0,19705
46,0,0,19942
47,0,0,20387
48,0,0,18848
49,0,0,19710
50,0,0,21007
51,0,0,20356
52,0,0,22156
53,1,0,22541
54,0,0,21664
55,0,0,22785
56,0,0,20423
57,0,0,19985
58,0,0,17652
59,0,0,21656
60,0,0,20871
61,0,0,22543
62,0,0,20392
63,0,0,21036
64,0,0,23641
65,0,0,17609
66,1,0,18684
67,0,0,19770
68,0,0,17612
69,0,0,19309
70,0,0,17183
71,0,0,18688
72,0,0,19739
73,0,0,19326
74,0,0,19765
75,1,0,19954
76,0,0,18894
77,0,0,19318
78,0,0,22534
79,0,0,21903
80,0,0,21036
81,0,0,20384
82,0,0,20403
83,0,0,21021
84,1,0,22493
85,1,0,24280
86,1,0,22585
87,0,0,22068
88,0,0,21488
89,0,0,20633
90,0,0,21439
91,0,0,22026
92,0,0,23211
93,0,0,24931
94,0,0,23802
95,0,0,23237
96,0,0,23204
97,0,0,18295
98,0,0,21483
99,0,0,24867
100,0,0,22161
101,0,0,22068
102,0,0,21777
103,1,0,21497
104,1,0,23776
105,0,0,21640
106,0,0,22801
107,0,0,21493
108,0,0,24755
109,0,0,25577
110,1,0,21508
111,1,0,22940
112,0,0,21523
113,0,0,23739
114,0,0,23640
115,0,0,20852
116,0,0,21029
117,1,0,22734
118,0,0,23422
119,0,0,24229
