frame,fractal_us,upload_us,draw_readback_us
0,0,0,73564
1,0,0,29090
2,1,0,21452
3,0,0,28094
4,0,0,21439
5,0,0,24664
6,0,0,24654
7,1,0,22738
8,0,0,30651
9,0,0,23442
10,1,0,23795
11,0,0,23829
12,0,0,27386
13,1,0,23796
14,0,0,22742
15,0,0,23722
16,0,0,26589
17,0,0,21649
18,0,0,19751
19,1,0,22730
20,1,0,21458
21,0,0,20618
22,0,0,20388
23,1,0,21752
24,1,0,20789
25,0,0,26956
26,0,0,22595
27,1,0,26461
28,1,0,20454
29,0,0,19761
30,1,0,23810
31,0,0,18686
32,1,0,17866
33,0,0,19338
34,0,0,17612
35,0,0,20567
36,1,0,20194
37,0,0,19333
38,0,0,26073
39,0,0,19311
40,0,0,32723
41,0,0,22510
42,0,0,18210
43,0,0,20623
44,0,0,19756
45,0,0,18378
46,1,0,17843
47,0,0,18726
48,0,0,16542
49,0,0,19774
50,1,0,16558
51,0,0,17625
52,0,0,18059
53,0,0,19570
54,0,0,16356
55,0,0,13757
56,0,0,16793
57,0,0,17836
58,0,0,17629
59,0,0,17645
60,0,0,17621
61,0,0,18045
62,0,0,18279
63,0,0,18701
64,0,0,17645
65,1,0,16124
66,0,0,17611
67,1,0,15543
68,0,0,17621
69,0,0,17648
70,0,0,17614
71,0,0,19760
72,0,0,16973
73,1,0,17197
74,0,0,17561
75,1,0,18040
76,0,0,17750
77,1,0,19536
78,0,0,19747
79,1,0,19478
80,1,0,21664
81,0,0,22778
82,0,0,20589
83,1,0,19163
84,1,0,18013
85,0,0,21029
86,1,0,20362
87,0,0,19303
88,0,0,22091
89,0,0,17598
90,0,0,15870
91,0,0,17660
92,1,0,18723
93,1,0,23747
94,0,0,23069
95,1,0,20736
96,1,0,21613
97,0,0,21413
98,1,0,21440
99,0,0,20593
100,0,0,22291
101,0,0,22111
102,0,0,21785
103,1,0,20381
104,0,0,23160
105,0,0,21655
106,0,0,21465
107,1,0,23816
108,0,0,20382
109,0,0,19320
110,0,0,20392
111,0,0,20389
112,0,0,21033
113,6,0,21454
114,0,0,23178
115,1,0,20998
116,1,0,24228
117,0,0,21022
118,0,0,22098
119,1,0,21661
