frame,fractal_us,upload_us,draw_readback_us
0,1,0,68402
1,0,0,24171
2,0,0,19716
3,0,0,19851
4,0,0,19271
5,0,0,22345
6,0,0,17870
7,0,0,17449
8,0,0,19836
9,0,0,20168
10,1,0,30388
11,0,0,19216
12,0,0,23034
13,0,0,22667
14,1,0,16850
15,0,0,23233
16,0,0,19121
17,0,0,21312
18,0,0,18232
19,0,0,20886
20,0,0,19102
21,0,0,16340
22,0,0,16659
23,0,0,20467
24,0,0,18151
25,0,0,22455
26,0,0,14667
27,0,0,17056
28,0,0,21204
29,0,0,18889
30,1,0,16230
31,0,0,14563
32,1,0,16477
33,0,0,16913
34,0,0,14484
35,0,0,17495
36,0,0,15445
37,0,0,16485
38,0,0,16873
39,0,0,15828
40,0,0,16357
41,0,0,17658
42,0,0,18098
43,0,0,17809
44,0,0,18426
45,0,0,21206
46,0,0,15711
47,0,0,16512
48,0,0,17300
49,0,0,16654
50,0,0,17218
51,0,0,20259
52,0,0,17216
53,0,0,18266
54,0,0,16976
55,0,0,16048
56,0,0,19361
57,0,0,19528
58,0,0,16646
59,0,0,16520
60,0,0,13558
61,0,0,15426
62,0,0,15223
63,0,0,17643
64,0,0,19862
65,0,0,15002
66,0,0,18156
67,0,0,16576
68,0,0,19449
69,0,0,23259
70,0,0,21562
71,0,0,17518
72,0,0,17711
73,0,0,21270
74,0,0,21552
75,0,0,21290
76,0,0,23210
77,0,0,20825
78,1,0,20011
79,0,0,18701
80,0,0,17477
81,0,0,17208
82,0,0,16435
83,0,0,20754
84,0,0,18262
85,1,0,19103
86,1,0,21056
87,0,0,21730
88,1,0,19773
89,0,0,24517
90,1,0,19711
91,0,0,18093
92,1,0,15938
93,0,0,17949
94,0,0,20249
95,0,0,20703
96,0,0,17119
97,0,0,16993
98,0,0,15777
99,0,0,15141
100,0,0,18095
101,1,0,18517
102,0,0,18379
103,0,0,15933
104,0,0,17530
105,0,0,17639
106,0,0,22023
107,0,0,19086
108,0,0,17087
109,0,0,16227
110,0,0,17290
111,0,0,19794
112,0,0,20707
113,0,0,20032
114,0,0,18286
115,0,0,19172
116,0,0,19049
117,0,0,17728
118,0,0,16799
119,0,0,18963
