frame,fractal_us,upload_us,draw_readback_us
0,0,0,56476
1,1,0,18328
2,0,0,16738
3,0,0,16520
4,0,0,17842
5,0,0,18035
6,0,0,16992
7,0,0,15530
8,1,0,16858
9,1,0,16618
10,0,0,16513
11,0,0,16438
12,1,0,15464
13,0,0,15802
14,0,0,16106
15,0,0,17184
16,0,0,15529
17,0,0,18665
18,0,0,17750
19,0,0,17601
20,0,0,16960
21,0,0,15288
22,0,0,17599
23,0,0,14825
24,1,0,15650
25,0,0,16799
26,0,0,21966
27,0,0,16869
28,0,0,16674
29,1,0,15907
30,1,0,15467
31,0,0,15329
32,0,0,14796
33,0,0,14830
34,0,0,14776
35,1,0,13335
36,0,0,14890
37,0,0,13586
38,0,0,14513
39,0,0,14419
40,0,0,13492
41,1,0,14760
42,0,0,13422
43,0,0,11410
44,0,0,14317
45,0,0,13195
46,0,0,13322
47,1,0,13218
48,1,0,13250
49,0,0,12354
50,0,0,12689
51,0,0,12051
52,0,0,14018
53,0,0,12436
54,0,0,13249
55,0,0,12982
56,0,0,12772
57,0,0,12445
58,0,0,11503
59,0,0,13437
60,0,0,12369
61,1,0,13659
62,0,0,12062
63,0,0,11896
64,1,0,11477
65,0,0,11629
66,0,0,12457
67,0,0,11964
68,0,0,10968
69,0,0,12772
70,0,0,13567
71,0,0,14832
72,0,0,15226
73,0,0,14813
74,0,0,13689
75,0,0,15448
76,0,0,12706
77,1,0,13457
78,0,0,12502
79,0,0,13951
80,0,0,13751
81,1,0,13446
82,0,0,13011
83,0,0,12455
84,1,0,13877
85,1,0,15243
86,0,0,14661
87,0,0,14561
88,1,0,15228
89,0,0,14555
90,0,0,13358
91,0,0,15285
92,0,0,14858
93,0,0,14622
94,0,0,15788
95,0,0,15466
96,0,0,15693
97,1,0,14328
98,0,0,15437
99,0,0,15919
100,0,0,15887
101,1,0,14943
102,0,0,15169
103,0,0,17168
104,1,0,15811
105,1,0,14787
106,0,0,14047
107,0,0,15344
108,0,0,14181
109,1,0,14821
110,0,0,16362
111,0,0,15971
112,0,0,15875
113,0,0,15876
114,0,0,15446
115,1,0,17950
116,0,0,15441
117,0,0,14201
118,0,0,15861
119,0,0,14938
