frame,fractal_us,upload_us,draw_readback_us
0,0,0,67643
1,0,0,19307
2,0,0,22378
3,0,0,18096
4,0,0,18529
5,0,0,20877
6,0,0,17500
7,0,0,26130
8,0,0,21788
9,0,0,17199
10,0,0,16727
11,0,0,16243
12,0,0,22286
13,0,0,18199
14,0,0,15336
15,0,0,16912
16,0,0,15579
17,0,0,14187
18,0,0,17981
19,0,0,17647
20,0,0,17669
21,0,0,16758
22,0,0,18064
23,0,0,18554
24,0,0,18667
25,0,0,24573
26,0,0,16874
27,0,0,16351
28,0,0,24250
29,1,0,20767
30,0,0,15248
31,0,0,19405
32,0,0,16073
33,0,0,16015
34,0,0,16999
35,0,0,16442
36,0,0,15464
37,0,0,20077
38,0,0,19626
39,0,0,16910
40,0,0,16594
41,0,0,18169
42,1,0,16863
43,0,0,16348
44,0,0,16167
45,0,0,16455
46,0,0,14957
47,0,0,16467
48,0,0,14717
49,0,0,16153
50,0,0,17751
51,0,0,21907
52,0,0,20231
53,0,0,20820
54,0,0,24507
55,0,0,16006
56,0,0,12435
57,0,0,19808
58,0,0,20865
59,0,0,16587
60,0,0,17169
61,0,0,24013
62,0,0,22239
63,0,0,19813
64,0,0,20330
65,0,0,15453
66,0,0,16227
67,0,0,15146
68,0,0,12924
69,0,0,13464
70,0,0,13900
71,0,0,16387
72,0,0,17042
73,0,0,13179
74,0,0,14190
75,0,0,17306
76,0,0,18789
77,0,0,20209
78,0,0,20510
79,0,0,18771
80,0,0,20240
81,0,0,21845
82,0,0,19408
83,0,0,19394
84,1,0,16148
85,0,0,14898
86,0,0,17555
87,0,0,16550
88,0,0,16204
89,0,0,15982
90,0,0,17738
91,0,0,18211
92,0,0,21963
93,0,0,19569
94,0,0,19617
95,0,0,15408
96,0,0,13447
97,0,0,17276
98,0,0,22150
99,0,0,16959
100,0,0,18483
101,0,0,21965
102,0,0,16186
103,0,0,17118
104,0,0,15814
105,0,0,18269
106,0,0,23359
107,0,0,17887
108,0,0,21401
109,0,0,18371
110,0,0,22845
111,0,0,17903
112,0,0,22403
113,0,0,19516
114,0,0,19002
115,0,0,18771
116,0,0,21973
117,0,0,18599
118,0,0,22599
119,0,0,23069
