frame,fractal_us,upload_us,draw_readback_us
0,1,0,68988
1,0,0,22539
2,0,0,18790
3,0,0,22556
4,0,0,22255
5,0,0,23005
6,0,0,21232
7,0,0,19648
8,0,0,20161
9,0,0,19287
10,0,0,23531
11,0,0,22041
12,0,0,24428
13,0,0,19086
14,0,0,22031
15,0,0,20822
16,0,0,21481
17,0,0,18608
18,0,0,30262
19,0,0,18700
20,0,0,21550
21,0,0,20973
22,0,0,22064
23,0,0,36203
24,0,0,21494
25,0,0,24403
26,0,0,20289
27,0,0,21133
28,0,0,18684
29,0,0,20262
30,0,0,22741
31,0,0,23098
32,0,0,21659
33,0,0,22275
34,0,0,23133
35,0,0,21801
36,0,0,23777
37,0,0,21578
38,0,0,19874
39,0,0,20085
40,0,0,18710
41,0,0,26094
42,0,0,25014
43,0,0,19876
44,0,0,21054
45,0,0,23703
46,0,0,34679
47,0,0,23841
48,0,0,23569
49,0,0,20102
50,0,0,28328
51,0,0,25001
52,0,0,20544
53,0,0,22127
54,0,0,25290
55,0,0,30908
56,0,0,23349
57,0,0,22554
58,0,0,18065
59,0,0,22538
60,0,0,28500
61,0,0,21190
62,0,0,19635
63,0,0,23096
64,0,0,17786
65,0,0,23764
66,0,0,23356
67,0,0,18052
68,0,0,18785
69,0,0,21138
70,0,0,18839
71,0,0,21600
72,0,0,20253
73,0,0,21593
74,0,0,22613
75,0,0,22127
76,0,0,22521
77,0,0,24481
78,0,0,22568
79,0,0,17862
80,0,0,21798
81,0,0,19326
82,0,0,21028
83,0,0,21340
84,0,0,19153
85,0,0,18834
86,0,0,17697
87,0,0,22156
88,0,0,26150
89,0,0,20035
90,0,0,20333
91,0,0,18914
92,0,0,21382
93,0,0,20420
94,0,0,19688
95,0,0,20549
96,0,0,24115
97,0,0,29612
98,0,0,15484
99,0,0,16942
100,0,0,26128
101,0,0,25117
102,0,0,24752
103,0,0,17128
104,0,0,21557
105,0,0,25768
106,0,0,15866
107,0,0,16102
108,0,0,25709
109,0,0,16420
110,0,0,24625
111,0,0,24697
112,0,0,25691
113,0,0,16688
114,0,0,17188
115,0,0,16858
116,0,0,21873
117,0,0,16628
118,0,0,23051
119,0,0,16559
