frame,fractal_us,upload_us,draw_readback_us
0,0,0,72379
1,0,0,21578
2,0,0,23766
3,0,0,22699
4,0,0,21490
5,0,0,23168
6,0,0,28304
7,0,0,21023
8,0,0,21876
9,0,0,23166
10,0,0,26602
11,0,0,21672
12,0,0,21458
13,0,0,22748
14,0,0,19327
15,0,0,21445
16,0,0,18244
17,0,0,26948
18,0,0,20817
19,0,0,28532
20,0,0,22533
21,0,0,22757
22,0,0,22115
23,0,0,19309
24,0,0,20517
25,0,0,21029
26,0,0,20374
27,0,0,21033
28,0,0,20632
29,0,0,20438
30,0,0,22559
31,1,0,19952
32,0,0,22773
33,0,0,20815
34,0,0,25162
35,0,0,19327
36,0,0,19982
37,1,0,21053
38,0,0,22316
39,0,0,21057
40,0,0,19108
41,0,0,22056
42,0,0,19552
43,0,0,19545
44,0,0,24909
45,0,0,20765
46,0,0,19494
47,0,0,20844
48,1,0,20423
49,0,0,22120
50,0,0,22364
51,0,0,24057
52,0,0,21688
53,0,0,21708
54,0,0,20405
55,0,0,19764
56,0,0,19348
57,0,0,18900
58,0,0,19923
59,0,0,23196
60,0,0,20420
61,0,0,18268
62,0,0,22065
63,0,0,23631
64,0,0,19330
65,0,0,18708
66,1,0,21044
67,0,0,18051
68,1,0,23170
69,0,0,22750
70,0,0,23617
71,0,0,19978
72,1,0,18234
73,0,0,21901
74,0,0,17618
75,0,0,24611
76,1,0,20887
77,0,0,21457
78,0,0,23592
79,0,0,22533
80,0,0,20396
81,0,0,18258
82,0,0,19868
83,0,0,18216
84,0,0,20835
85,0,0,18686
86,0,0,23823
87,0,0,20390
88,1,0,16507
89,0,0,22947
90,0,0,21505
91,0,0,20003
92,0,0,19896
93,0,0,18661
94,0,0,21008
95,1,0,20867
96,0,0,23135
97,0,0,22733
98,0,0,19943
99,0,0,21458
100,1,0,22577
101,0,0,22544
102,0,0,22721
103,0,0,23182
104,1,0,19313
105,0,0,20833
106,0,0,24293
107,0,0,17825
108,0,0,21048
109,0,0,20318
110,0,0,18887
111,0,0,21036
112,0,0,18011
113,0,0,17108
114,0,0,16512
115,0,0,16529
116,0,0,15886
117,0,0,16536
118,0,0,18664
119,0,0,16540
