frame,fractal_us,upload_us,draw_readback_us
0,0,0,88384
1,0,0,23113
2,0,0,20139
3,0,0,27767
4,0,0,24457
5,0,0,24509
6,0,0,22334
7,0,0,28537
8,0,0,21826
9,0,0,25134
10,0,0,22074
11,1,0,25627
12,0,0,26962
13,0,0,26637
14,0,0,19781
15,0,0,26363
16,0,0,18762
17,0,0,20922
18,0,0,26363
19,0,0,20985
20,0,0,19670
21,0,0,24444
22,0,0,21082
23,0,0,19668
24,0,0,24600
25,0,0,22149
26,0,0,33960
27,0,0,20742
28,0,0,23870
29,0,0,20314
30,0,0,25125
31,0,0,19354
32,0,0,18506
33,0,0,18565
34,0,0,25891
35,0,0,19774
36,0,0,18738
37,0,0,23577
38,1,0,19536
39,0,0,19872
40,0,0,19992
41,0,0,26336
42,0,0,19320
43,0,0,17481
44,0,0,17675
45,0,0,23804
46,0,0,18994
47,0,0,23674
48,0,0,24486
49,0,0,24584
50,0,0,23044
51,0,0,20533
52,0,0,19257
53,0,0,18730
54,0,0,22842
55,0,0,19924
56,0,0,19240
57,0,0,17718
58,0,0,19667
59,0,0,23641
60,0,0,21284
61,0,0,17925
62,0,0,17307
63,0,0,19985
64,0,0,19179
65,0,0,22157
66,0,0,21789
67,0,0,21222
68,0,0,21659
69,1,0,21975
70,0,0,22350
71,0,0,19672
72,0,0,18275
73,0,0,19401
74,0,0,22508
75,0,0,21264
76,0,0,19462
77,0,0,20710
78,0,0,19386
79,0,0,19763
80,0,0,22906
81,0,0,23078
82,0,0,19836
83,0,0,17456
84,0,0,21019
85,0,0,20514
86,1,0,23125
87,0,0,19376
88,1,0,29237
89,0,0,22499
90,0,0,20627
91,0,0,23070
92,0,0,21070
93,0,0,19552
94,0,0,20800
95,0,0,19314
96,0,0,19250
97,0,0,19247
98,0,0,18697
99,0,0,20837
100,0,0,20309
101,0,0,18703
102,0,0,21316
103,0,0,20739
104,0,0,20387
105,0,0,22715
106,0,0,20745
107,0,0,20863
108,0,0,18691
109,0,0,19031
110,0,0,18598
111,0,0,19094
112,0,0,21373
113,0,0,22388
114,0,0,20087
115,0,0,21520
116,0,0,21708
117,0,0,20957
118,0,0,22037
119,0,0,21256
