frame,fractal_us,upload_us,draw_readback_us
0,1,0,70035
1,0,0,17395
2,0,0,16740
3,0,0,17508
4,0,0,18171
5,0,0,18573
6,0,0,19264
7,1,0,23629
8,0,0,21140
9,0,0,17463
10,0,0,18740
11,0,0,19170
12,0,0,19967
13,0,0,21367
14,0,0,18118
15,0,0,20871
16,0,0,20632
17,0,0,20564
18,0,0,18555
19,0,0,20206
20,0,0,23673
21,0,0,23140
22,0,0,20801
23,0,0,24142
24,0,0,26104
25,0,0,16542
26,0,0,16160
27,0,0,16988
28,0,0,20251
29,1,0,21053
30,0,0,17413
31,0,0,21107
32,0,0,20219
33,0,0,19902
34,0,0,24599
35,0,0,25071
36,0,0,24492
37,0,0,19739
38,0,0,17583
39,0,0,25548
40,0,0,24305
41,1,0,18607
42,0,0,18062
43,0,0,17230
44,1,0,18556
45,0,0,16227
46,0,0,15467
47,0,0,17748
48,0,0,16562
49,0,0,21897
50,0,0,16561
51,0,0,17047
52,0,0,16566
53,0,0,16557
54,0,0,16483
55,0,0,16856
56,0,0,16504
57,0,0,17514
58,0,0,17105
59,0,0,16491
60,0,0,15822
61,1,0,20435
62,0,0,19760
63,0,0,22844
64,0,0,18762
65,0,0,19829
66,0,0,18152
67,0,0,15615
68,0,0,14886
69,0,0,15912
70,0,0,15678
71,0,0,17648
72,0,0,16841
73,0,0,17468
74,0,0,14640
75,0,0,17251
76,0,0,20322
77,0,0,16818
78,0,0,14749
79,0,0,15233
80,0,0,19681
81,0,0,17095
82,0,0,18240
83,0,0,22707
84,0,0,17495
85,0,0,15858
86,0,0,18484
87,0,0,23494
88,1,0,16150
89,0,0,20285
90,0,0,18006
91,0,0,22615
92,0,0,18120
93,0,0,18728
94,1,0,18523
95,1,0,16374
96,1,0,18199
97,0,0,18840
98,0,0,22739
99,0,0,20314
100,0,0,20767
101,0,0,20490
102,0,0,21320
103,0,0,18845
104,0,0,20243
105,0,0,20318
106,0,0,21730
107,0,0,18910
108,0,0,22175
109,0,0,18240
110,0,0,22236
111,0,0,20036
112,0,0,19374
113,0,0,31366
114,0,0,19400
115,0,0,19240
116,0,0,21199
117,0,0,24690
118,0,0,23523
119,0,0,18056
